path,prompt,short_prompt,labels,image_1_caption,image_2_caption,image_3_caption,resolution,aspect_ratio,fps,duration
clips/哈哈.mp4,"People: woman. Objects: sweater. Actions: posing, selfie. Emotions: happiness, neutral. Scenes: indoor, portrait. Concepts: casual, self-portrait, fashion, warmth, portrait","People: woman. Objects: sweater. Actions: posing, selfie. Emotions: happiness, neutral. Scenes: indo...","woman, sweater, posing, selfie, happiness, neutral, indoor, portrait, casual, self-portrait, fashion, warmth, portrait",A young woman with straight brown hair poses for a selfie against a textured wall. She is wearing a light teal sweater and has a neutral expression with slightly parted lips.,A young woman with brown hair smiles warmly at the camera. She is wearing a light teal sweater and is set against a patterned wallpaper background.,"A young woman with long brown hair smiles warmly at the camera. She is wearing a light green sweater, and the background features a subtle floral pattern.",720x1280,9:16,30.0,10s
clips/Beyond the Sea.mp4,"Objects: statue, waves, clouds, rock, shipping containers. Nature: ocean, storm, waves, stormy sky, storm clouds. Actions: crashing waves, floating. Emotions: intensity, isolation, contemplation, drama, chaos. Scenes: stormy sea, storm, ocean, maritime disaster. Concepts: introspection, chaos, contemplation, turmoil, surrealism","Objects: statue, waves, clouds, rock, shipping containers. Nature: ocean, storm, waves, stormy sky, ...","statue, waves, clouds, rock, shipping containers, ocean, storm, waves, stormy sky, storm clouds, crashing waves, floating, intensity, isolation, contemplation, drama, chaos, stormy sea, storm, ocean, maritime disaster, introspection, chaos, contemplation, turmoil, surrealism","A statue resembling 'The Thinker' is situated amidst turbulent ocean waves, with dark storm clouds looming overhead. The scene conveys a sense of isolation and contemplation as the statue remains unmoved by the surrounding chaos.",A statue resembling 'The Thinker' is perched on a rock amidst turbulent ocean waves. The stormy sky and churning sea create a dramatic and intense atmosphere.,"A statue resembling 'The Thinker' sits amidst a turbulent sea, surrounded by floating shipping containers. Dark storm clouds loom overhead, creating a dramatic and intense atmosphere.",1080x1920,9:16,30.0,10s
clips/puppy and kitten.mp4,"Animals: kitten, puppy, butterflies. Nature: flowers, greenery, garden, dandelions. Objects: dandelions, butterflies. Actions: sitting, fluttering, exploring, interacting. Emotions: peaceful, joyful, curiosity, wonder. Scenes: garden. Concepts: friendship, innocence, playfulness, serenity","Animals: kitten, puppy, butterflies. Nature: flowers, greenery, garden, dandelions. Objects: dandeli...","kitten, puppy, butterflies, flowers, greenery, garden, dandelions, dandelions, butterflies, sitting, fluttering, exploring, interacting, peaceful, joyful, curiosity, wonder, garden, friendship, innocence, playfulness, serenity","A fluffy white kitten and a black puppy sit closely together in a sunlit garden, surrounded by fluttering butterflies. The scene is vibrant with blooming flowers and lush greenery, creating a peaceful and enchanting atmosphere.","A fluffy white kitten and a small black puppy curiously explore a garden filled with dandelions and butterflies. The vibrant greenery and colorful flowers create a serene and playful atmosphere. Both animals are focused on the butterflies, adding a sense of wonder to the scene.",,704x1248,22:39,30.0,5s
clips/Under the Same Umbrella.mp4,"People: couple, man, woman. Nature: rain. Objects: umbrella, streetlights. Actions: standing, gazing, holding umbrella. Emotions: romantic, intimate, tenderness, serenity. Scenes: city street, rainy evening, rainy street, evening. Concepts: romance, intimacy","People: couple, man, woman. Nature: rain. Objects: umbrella, streetlights. Actions: standing, gazing...","couple, man, woman, rain, umbrella, streetlights, standing, gazing, holding umbrella, romantic, intimate, tenderness, serenity, city street, rainy evening, rainy street, evening, romance, intimacy","A couple stands closely under an umbrella on a rainy evening, illuminated by the warm glow of streetlights. The rain creates a shimmering effect on the umbrella and the wet street, enhancing the romantic atmosphere. They gaze into each other's eyes, sharing an intimate moment amidst the bustling city backdrop.","A couple stands closely under an umbrella on a rainy street, illuminated by warm streetlights. The man holds the umbrella, shielding both from the rain, while the woman looks down with a gentle smile.",,1080x1920,9:16,30.0,5s
clips/Nature's nurturer.mp4,"People: woman. Nature: leaves, water. Objects: water droplets. Actions: submerged, relaxing. Emotions: serenity, calm, peace. Scenes: nature, tranquility, natural setting. Concepts: peace, connection with nature, tranquility, harmony","People: woman. Nature: leaves, water. Objects: water droplets. Actions: submerged, relaxing. Emotion...","woman, leaves, water, water droplets, submerged, relaxing, serenity, calm, peace, nature, tranquility, natural setting, peace, connection with nature, tranquility, harmony","A serene scene depicts a woman with closed eyes, partially submerged in water surrounded by lush green leaves. Water droplets glisten on her face, enhancing the tranquil atmosphere. Her relaxed expression suggests a moment of peace and connection with nature.","A serene scene depicts a woman with her eyes closed, partially submerged in water surrounded by lush green leaves. Water droplets glisten on her face, suggesting a tranquil connection with nature. Her relaxed expression conveys a sense of peace and harmony.",,1080x1920,9:16,30.0,5s
clips/Я танцую.mp4,"People: woman. Objects: confetti, black outfit, shoes, decorated trees, Christmas trees. Actions: standing, dancing, walking. Emotions: joyful, confidence, festive. Scenes: studio, festive, celebration, holiday, indoor. Concepts: celebration, fashion, elegance, holiday, Christmas","People: woman. Objects: confetti, black outfit, shoes, decorated trees, Christmas trees. Actions: st...","woman, confetti, black outfit, shoes, decorated trees, Christmas trees, standing, dancing, walking, joyful, confidence, festive, studio, festive, celebration, holiday, indoor, celebration, fashion, elegance, holiday, Christmas","A woman with long, curly blonde hair stands confidently in a minimalist setting. She is dressed in a sleek black outfit, exuding a sense of elegance and poise.","A woman dressed in a sleek black outfit is joyfully dancing amidst falling confetti. Her blonde hair flows as she moves, creating a lively and festive atmosphere.","A woman in a black dress walks away from the camera towards two decorated Christmas trees. The trees are adorned with red, gold, and silver ornaments, and confetti is scattered on the floor and in the air.",768x1152,2:3,30.0,10s
clips/Gün Batımında Balık Tutan Adam.mp4,"People: person. Nature: sunset, clouds, shore, birds, beach. Objects: fishing rods. Actions: standing. Emotions: tranquility, reflection. Scenes: beach, sunset. Concepts: solitude, nature appreciation, silhouette, nature, reflection","People: person. Nature: sunset, clouds, shore, birds, beach. Objects: fishing rods. Actions: standin...","person, sunset, clouds, shore, birds, beach, fishing rods, standing, tranquility, reflection, beach, sunset, solitude, nature appreciation, silhouette, nature, reflection","A person stands on a sandy shore, silhouetted against a dramatic sunset sky. The vibrant orange clouds stretch across the horizon as the sun sets over the water. Two birds are visible flying in the distance.","A person stands on a beach at sunset, silhouetted against a dramatic sky filled with vibrant orange clouds. The sun is setting on the horizon, casting a warm glow over the water and sand.",,1088x1888,34:59,30.0,5s
clips/Singing Girl.mp4,"People: young woman. Objects: microphone, kimono, butterfly accessory. Actions: standing, gazing, singing, speaking. Emotions: thoughtful, serene, focused, calm. Scenes: traditional setting, performance, rehearsal. Concepts: contemplation, preparation, cultural, artistic","People: young woman. Objects: microphone, kimono, butterfly accessory. Actions: standing, gazing, si...","young woman, microphone, kimono, butterfly accessory, standing, gazing, singing, speaking, thoughtful, serene, focused, calm, traditional setting, performance, rehearsal, contemplation, preparation, cultural, artistic","A young woman stands in front of a microphone, wearing a colorful kimono with floral patterns. Her hair is adorned with a large butterfly accessory, and she gazes thoughtfully into the distance.","A young woman in a colorful kimono is standing in front of a microphone, appearing to sing or speak. Her hair is adorned with a butterfly accessory, adding a whimsical touch to her appearance.",,832x1088,13:17,30.0,5s
clips/She come in peace.mp4,"People: pedestrians, humanoid figure. Objects: garment, necklaces, advertisements. Actions: walking, forming heart shape. Emotions: confidence, friendly, curious. Scenes: urban, street. Concepts: alien, surreal, juxtaposition, interaction","People: pedestrians, humanoid figure. Objects: garment, necklaces, advertisements. Actions: walking,...","pedestrians, humanoid figure, garment, necklaces, advertisements, walking, forming heart shape, confidence, friendly, curious, urban, street, alien, surreal, juxtaposition, interaction","An alien-like figure walks confidently down a busy urban street, surrounded by blurred pedestrians. The creature is tall and slender, wearing a long, flowing garment and adorned with necklaces.","An alien-like figure stands in an urban setting, forming a heart shape with its hands. The figure is dressed in a long, flowing garment and is surrounded by blurred pedestrians.",,1080x1920,9:16,30.0,5s
clips/Drone shot of hot air balon floa.mp4,"Nature: canyon, river, sunset, sky, cliffs. Objects: hot air balloon. Actions: floating, drifting. Emotions: serene, majestic. Scenes: sunset, landscape, aerial view. Concepts: adventure, tranquility","Nature: canyon, river, sunset, sky, cliffs. Objects: hot air balloon. Actions: floating, drifting. E...","canyon, river, sunset, sky, cliffs, hot air balloon, floating, drifting, serene, majestic, sunset, landscape, aerial view, adventure, tranquility","A vibrant scene depicts several hot air balloons floating above a winding river that cuts through a grand canyon at sunset. The sky is painted with rich hues of orange and blue, while the canyon walls are illuminated by the warm glow of the setting sun.","A vibrant scene depicts several hot air balloons floating over a deep canyon at sunset. The canyon is illuminated by the warm glow of the setting sun, casting dramatic shadows on the rugged cliffs. A winding river flows through the canyon, reflecting the colorful sky above.",,720x1280,9:16,30.0,5s
clips/lion roar.mp4,"People: man. Animals: lion. Nature: mountain, snow, peak. Objects: railing, backpack, deck, container, sweater. Actions: standing, roaring, gazing. Emotions: confident, calm, intense, contemplative. Scenes: outdoor, mountain, surreal, mountain lookout, nature. Concepts: juxtaposition, surreal, contrast, serenity, introspection","People: man. Animals: lion. Nature: mountain, snow, peak. Objects: railing, backpack, deck, containe...","man, lion, mountain, snow, peak, railing, backpack, deck, container, sweater, standing, roaring, gazing, confident, calm, intense, contemplative, outdoor, mountain, surreal, mountain lookout, nature, juxtaposition, surreal, contrast, serenity, introspection","A man stands confidently with his arms crossed beside a majestic lion on a snowy mountain overlook. The scene is set against a dramatic backdrop of rugged, snow-covered peaks. The juxtaposition of the man and the lion creates a surreal and powerful image.","A man stands with his arms crossed in front of a large, roaring lion. The scene appears surreal as the lion is positioned directly behind the man, creating a dramatic juxtaposition.","A man stands on a mountain lookout, gazing at the majestic snow-capped peaks in the distance. He is leaning on a wooden railing, dressed in a light sweater and jeans, with a contemplative expression.",1080x1920,9:16,30.0,10s
clips/Tigre.mp4,"People: woman. Animals: tiger. Objects: traditional attire, jewelry. Actions: walking. Emotions: confidence, power. Scenes: theatrical, dramatic, theatrical performance. Concepts: strength, mystique, power, drama","People: woman. Animals: tiger. Objects: traditional attire, jewelry. Actions: walking. Emotions: con...","woman, tiger, traditional attire, jewelry, walking, confidence, power, theatrical, dramatic, theatrical performance, strength, mystique, power, drama","A woman in ornate traditional attire walks confidently with a majestic tiger behind her. The scene is dramatic, with the tiger's presence adding an element of power and mystique. The lighting highlights the intricate details of her clothing and the tiger's striking features.","A woman in traditional attire walks confidently in front of a large, majestic tiger. The scene is dramatic, with the tiger appearing to follow closely behind her.",,1080x1920,9:16,30.0,5s
clips/Swat team raiding.mp4,"People: toy soldiers. Objects: candy, chocolate, sweets, chocolate buildings, chocolate river. Actions: marching. Emotions: playful, whimsical. Scenes: fantasy, candy land. Concepts: imagination, whimsy, childlike wonder","People: toy soldiers. Objects: candy, chocolate, sweets, chocolate buildings, chocolate river. Actio...","toy soldiers, candy, chocolate, sweets, chocolate buildings, chocolate river, marching, playful, whimsical, fantasy, candy land, imagination, whimsy, childlike wonder","A whimsical scene depicts a chocolate-covered landscape with candy structures and colorful sweets. Small toy-like figures resembling soldiers march through the candy-coated path, creating a surreal and playful atmosphere.","A whimsical scene depicts a chocolate cityscape adorned with colorful candies. Tiny figures resembling toy soldiers march through a chocolate river, surrounded by candy-coated buildings. The sky is bright and clear, adding to the fantastical atmosphere.",,1080x1920,9:16,30.0,5s
clips/Merge.mp4,"Objects: robot, cape, buildings, leaves, armor. Actions: walking, striding. Emotions: determination. Scenes: futuristic, urban, misty. Concepts: technology, abandonment, strength","Objects: robot, cape, buildings, leaves, armor. Actions: walking, striding. Emotions: determination....","robot, cape, buildings, leaves, armor, walking, striding, determination, futuristic, urban, misty, technology, abandonment, strength","A towering robot clad in a weathered red cape strides confidently through a deserted urban street. The scene is filled with swirling autumn leaves and a backdrop of misty, dilapidated buildings.","A towering robot clad in metallic armor strides forward with a sense of purpose. The robot is adorned with a red cape that billows behind it, adding a dramatic flair to its imposing presence.",,1080x1920,9:16,30.0,5s
clips/People in a small country making.mp4,"People: miniature chefs. Objects: pizza, brick oven, cheese, forklift, pepperoni. Actions: lifting cheese, preparing pizza, arranging toppings, handling cheese. Emotions: playful, whimsical, imaginative. Scenes: kitchen, food preparation, culinary. Concepts: miniature world, culinary art, miniature, fantasy, food art","People: miniature chefs. Objects: pizza, brick oven, cheese, forklift, pepperoni. Actions: lifting c...","miniature chefs, pizza, brick oven, cheese, forklift, pepperoni, lifting cheese, preparing pizza, arranging toppings, handling cheese, playful, whimsical, imaginative, kitchen, food preparation, culinary, miniature world, culinary art, miniature, fantasy, food art","In a whimsical scene, miniature chefs are seen working on a giant pizza, with one chef lifting a slice with gooey cheese stretching from it. The backdrop features a rustic brick oven with a warm fire glowing inside.","A whimsical scene depicts miniature chefs working on a giant pizza in front of a rustic brick oven. Tiny figures are seen arranging toppings and using a small forklift to handle blocks of cheese. The setting is playful and imaginative, blending culinary art with fantasy.",,720x1280,9:16,30.0,5s
clips/Puteri Saadong.mp4,"People: woman. Objects: throne, columns, gown, traditional attire, doors. Actions: standing, waving. Emotions: formal, anticipation, regal. Scenes: grand hall, throne room, royal setting, royal hall. Concepts: royalty, tradition, elegance, opulence, ceremony","People: woman. Objects: throne, columns, gown, traditional attire, doors. Actions: standing, waving....","woman, throne, columns, gown, traditional attire, doors, standing, waving, formal, anticipation, regal, grand hall, throne room, royal setting, royal hall, royalty, tradition, elegance, opulence, ceremony","A woman dressed in ornate traditional attire stands in a grand hall, waving her hand. The hall features a majestic throne with intricate designs and towering columns, creating a regal atmosphere.","A woman in an ornate gown stands in a grand hall, facing a set of elaborately carved doors. The scene is rich with opulent details, including red carpets and golden columns.","A regal woman stands gracefully in front of an ornate throne, dressed in an elaborate golden gown. The setting is a grand, opulent hall with intricate gold decorations and a red carpet leading up to the throne.",720x1280,9:16,30.0,10s
clips/cat with piggies.mp4,"Animals: cat, piglets. Objects: straw hat, mud. Actions: selfie, standing. Emotions: humor, curiosity, playful, humorous. Scenes: farm, rural, outdoor. Concepts: playfulness, whimsy, animal interaction, humor","Animals: cat, piglets. Objects: straw hat, mud. Actions: selfie, standing. Emotions: humor, curiosit...","cat, piglets, straw hat, mud, selfie, standing, humor, curiosity, playful, humorous, farm, rural, outdoor, playfulness, whimsy, animal interaction, humor",A fluffy cat wearing a straw hat takes a selfie in front of a group of piglets in a muddy field. The cat's wide eyes and the piglets' curious expressions create a humorous and endearing scene.,"A fluffy cat wearing a straw hat takes a selfie in front of a group of piglets in a muddy area. The piglets are scattered around, some standing in small puddles, creating a playful and humorous scene.",,1080x1920,9:16,30.0,5s
clips/Fire dance.mp4,"People: silhouette, woman, glowing figure. Objects: wine glass, bottle, candle, tray, table. Actions: standing, emanating light. Emotions: mystical, captivating, warm. Scenes: lounge, bar, indoor. Concepts: fire, elegance, mystique, light, ethereal","People: silhouette, woman, glowing figure. Objects: wine glass, bottle, candle, tray, table. Actions...","silhouette, woman, glowing figure, wine glass, bottle, candle, tray, table, standing, emanating light, mystical, captivating, warm, lounge, bar, indoor, fire, elegance, mystique, light, ethereal","A fiery figure stands elegantly on a table, surrounded by a warm, ambient glow. The silhouette of a woman, outlined in flames, exudes a mystical and captivating presence in a dimly lit room.","A glowing figure stands on a table, surrounded by a warm, ambient setting. The figure appears to be composed of light and fire, with sparks emanating from its hands.",,1080x1920,9:16,30.0,5s
clips/Inside out.mp4,"People: man. Nature: forest, moon, trees. Objects: shirt. Actions: kneeling, covering face, howling, transformation. Emotions: distress, despair, ferocity, wildness. Scenes: night, woods, supernatural. Concepts: solitude, mystery, mythology, fantasy. Animals: werewolf","People: man. Nature: forest, moon, trees. Objects: shirt. Actions: kneeling, covering face, howling,...","man, forest, moon, trees, shirt, kneeling, covering face, howling, transformation, distress, despair, ferocity, wildness, night, woods, supernatural, solitude, mystery, mythology, fantasy, werewolf","A man kneels in a dark forest, his face buried in his hands, under a large, glowing full moon. The trees around him are tall and shadowy, creating an eerie atmosphere.","A werewolf howls under a full moon in a dark forest. The creature's mouth is open wide, revealing sharp teeth, as it raises its arms in a dramatic pose. The moonlight casts an eerie glow over the scene, highlighting the werewolf's fur and muscular form.",,720x1280,9:16,30.0,5s
clips/Cat Ride.mp4,"Animals: cat. Objects: motorcycle, goggles, neon lights. Actions: riding, speeding. Emotions: adventurous. Scenes: city, night, city street, nighttime. Concepts: futuristic, dynamic, whimsy, adventure","Animals: cat. Objects: motorcycle, goggles, neon lights. Actions: riding, speeding. Emotions: advent...","cat, motorcycle, goggles, neon lights, riding, speeding, adventurous, city, night, city street, nighttime, futuristic, dynamic, whimsy, adventure","A fluffy cat wearing goggles rides a motorcycle through a neon-lit city street at night. The wet pavement reflects vibrant colors from the surrounding signs and lights, creating a dynamic and futuristic atmosphere.","A fluffy cat wearing goggles is riding a motorcycle through a vibrant city street at night. The scene is illuminated by colorful neon lights, creating a dynamic and adventurous atmosphere.",,704x1248,22:39,30.0,5s
clips/Rat fusion.mp4,"People: man. Animals: rat. Nature: rain. Objects: pizza, neon signs, clothing, vest, cargo pants. Actions: standing, holding. Emotions: confidence, mysterious, intriguing. Scenes: urban, alley, urban alley, night, cyberpunk. Concepts: anthropomorphism, strength, mystery, fantasy, science fiction","People: man. Animals: rat. Nature: rain. Objects: pizza, neon signs, clothing, vest, cargo pants. Ac...","man, rat, rain, pizza, neon signs, clothing, vest, cargo pants, standing, holding, confidence, mysterious, intriguing, urban, alley, urban alley, night, cyberpunk, anthropomorphism, strength, mystery, fantasy, science fiction","A muscular man stands in a rainy alley, holding a small pizza in one hand. A rat is positioned at his feet, looking up at him. The scene is set against a backdrop of neon lights and wet pavement.","A humanoid rat stands confidently in a dimly lit urban alley, holding a slice of pizza. The creature is muscular, wearing rugged clothing, and exudes a sense of strength and alertness. Neon lights in the background add a cyberpunk atmosphere to the scene.","A humanoid rat character stands confidently in a dimly lit urban alleyway, holding a slice of pizza. The character is muscular, wearing a leather vest and cargo pants, exuding a tough and gritty vibe.",1080x1920,9:16,30.0,10s
clips/Couple In Love.mp4,"People: couple, man, woman. Objects: neon signs, buildings, neon lights. Actions: smiling, embracing, posing, leaning, looking. Emotions: happiness, affection, playfulness, contentment. Scenes: nightlife, urban, city street. Concepts: romance, city life, urban life","People: couple, man, woman. Objects: neon signs, buildings, neon lights. Actions: smiling, embracing...","couple, man, woman, neon signs, buildings, neon lights, smiling, embracing, posing, leaning, looking, happiness, affection, playfulness, contentment, nightlife, urban, city street, romance, city life, urban life","A couple poses closely together on a bustling city street at night, with neon signs illuminating the background. The woman embraces the man from behind, both smiling softly at the camera.","A young couple is enjoying a night out in a vibrant city setting. The woman playfully leans on the man's back, both smiling warmly under the glow of neon lights.","A young couple is enjoying a night out in the city, surrounded by vibrant neon lights. The woman is smiling warmly at the man, who is looking ahead with a relaxed expression.",768x1152,2:3,30.0,10s
clips/Subconscious_Conscious.mp4,"People: young person. Animals: lion. Nature: sunset, golden light. Objects: laptop, backpack, book, food, notebook. Actions: reading, writing, sitting. Emotions: focused, calm, protective. Scenes: surreal, dreamlike, fantasy. Concepts: companionship, imagination, creativity, protection, introspection","People: young person. Animals: lion. Nature: sunset, golden light. Objects: laptop, backpack, book, ...","young person, lion, sunset, golden light, laptop, backpack, book, food, notebook, reading, writing, sitting, focused, calm, protective, surreal, dreamlike, fantasy, companionship, imagination, creativity, protection, introspection","A young person sits on a cluttered platform, deeply focused on writing in a notebook. A large, majestic lion stands protectively behind them, both bathed in warm, golden light. The scene is filled with various objects, including a laptop and scattered food items.","A young person sits on a cluttered platform, engrossed in reading a book, with a large lion standing protectively behind them. The scene is set against a warm, golden background, creating a surreal and dreamlike atmosphere. Various objects, including a laptop and food items, are scattered around, adding to the sense of a makeshift living space.","A young person sits cross-legged on a makeshift platform, engrossed in reading a book, with a large lion looming protectively behind them. The scene is set against a warm, golden backdrop, creating a surreal and dreamlike atmosphere. Various objects, including a laptop and food items, are scattered around, adding to the sense of a personal, intimate space.",1080x1920,9:16,30.0,10s
clips/train nostalgia.mp4,"Objects: mosque, steam train, railway track, minarets, buildings. Nature: sunset, clouds. Actions: train moving, smoke emitting, traveling, emitting steam. Scenes: urban landscape, sunset. Concepts: travel, architecture, nostalgia, history. Emotions: serenity, awe, nostalgic, dramatic","Objects: mosque, steam train, railway track, minarets, buildings. Nature: sunset, clouds. Actions: t...","mosque, steam train, railway track, minarets, buildings, sunset, clouds, train moving, smoke emitting, traveling, emitting steam, urban landscape, sunset, travel, architecture, nostalgia, history, serenity, awe, nostalgic, dramatic","A steam train travels along a railway track, emitting a plume of smoke against a backdrop of a grand mosque with multiple minarets. The scene is set during a vibrant sunset, casting warm hues across the sky and landscape.","A steam locomotive travels along railway tracks with a grand mosque in the background, set against a vibrant sunset sky. The train emits billowing clouds of steam as it moves through an urban landscape. The scene is bathed in warm, golden light, creating a dramatic and nostalgic atmosphere.",,1080x1920,9:16,30.0,5s
clips/Listening to that song.mp4,"People: young person, young woman. Objects: headphones, hoodie, tablet, smartphone. Actions: listening, reading, holding, sitting. Emotions: focused, calm. Scenes: subway, commute, train. Concepts: commuting, technology, youth culture, urban life, technology use","People: young person, young woman. Objects: headphones, hoodie, tablet, smartphone. Actions: listeni...","young person, young woman, headphones, hoodie, tablet, smartphone, listening, reading, holding, sitting, focused, calm, subway, commute, train, commuting, technology, youth culture, urban life, technology use","A young person with pastel purple hair is seated in a subway train, wearing white headphones and a yellow hoodie. They are focused on a tablet or smartphone, seemingly absorbed in their activity.","A young person with pastel pink hair is sitting in a subway train, wearing headphones and holding a tablet. They are dressed in a bright yellow hoodie, appearing absorbed in their music or media.","A young woman with pink hair is seated in a subway train, wearing white headphones and a bright yellow hoodie. She is focused on her smartphone, seemingly absorbed in her own world amidst the bustling environment.",1080x1920,9:16,30.0,10s
clips/cat.mp4,"Animals: cat. Objects: tunnel, hoodie, denim shorts, pipes, neon lights. Actions: running, splashing, flowing water. Emotions: excitement, joy, mysterious, ominous. Scenes: tunnel, adventure, underground, industrial. Concepts: animation, playfulness, urban decay, isolation. Nature: moss, water","Animals: cat. Objects: tunnel, hoodie, denim shorts, pipes, neon lights. Actions: running, splashing...","cat, tunnel, hoodie, denim shorts, pipes, neon lights, running, splashing, flowing water, excitement, joy, mysterious, ominous, tunnel, adventure, underground, industrial, animation, playfulness, urban decay, isolation, moss, water","An animated cat wearing a green hoodie and denim shorts is joyfully running through a water-filled tunnel. The cat's expression is one of excitement and wonder as it splashes through the puddles, creating ripples and droplets around it.","A dimly lit underground tunnel with water flowing along the floor, reflecting neon lights. Moss grows on the walls, and overhead pipes add to the industrial feel. The atmosphere is mysterious and slightly ominous, with mist in the distance.",,640x1408,5:11,30.0,5s
clips/Beaver rides a motorcycle.mp4,"Animals: small animal, capybara, beaver. Nature: stream, foliage, rainforest, canopy, jungle. Objects: dirt bike, motorcycle. Actions: riding, jumping, splashing. Emotions: adventurous, whimsical. Scenes: tropical, outdoor, jungle adventure, forest adventure. Concepts: adventure, nature, surreal, unexpected, fun","Animals: small animal, capybara, beaver. Nature: stream, foliage, rainforest, canopy, jungle. Object...","small animal, capybara, beaver, stream, foliage, rainforest, canopy, jungle, dirt bike, motorcycle, riding, jumping, splashing, adventurous, whimsical, tropical, outdoor, jungle adventure, forest adventure, adventure, nature, surreal, unexpected, fun","A whimsical scene depicts a small animal riding a motorcycle through a lush, tropical rainforest. The creature is mid-air, splashing through a shallow stream surrounded by dense foliage. The atmosphere is vibrant and adventurous, with sunlight filtering through the canopy above.","A capybara is riding an orange dirt bike through a lush jungle setting. The animal appears to be in mid-air, suggesting a jump or stunt over a body of water.","A beaver rides a small orange dirt bike through a shallow stream in a lush forest. Water splashes around as the bike speeds through the clear blue water. Sunlight filters through the dense foliage, creating a serene yet adventurous atmosphere.",1080x1920,9:16,30.0,10s
clips/triton mythology.mp4,"People: merman. Nature: underwater, rocks. Objects: trident. Actions: floating, holding. Emotions: powerful. Scenes: mythical, underwater, aquatic. Concepts: mythology, fantasy","People: merman. Nature: underwater, rocks. Objects: trident. Actions: floating, holding. Emotions: p...","merman, underwater, rocks, trident, floating, holding, powerful, mythical, underwater, aquatic, mythology, fantasy","A powerful merman with a muscular build holds a golden trident as he floats underwater. His long hair and beard flow with the currents, and his shimmering tail glistens in the dim aquatic light. The scene is set in a mystical underwater realm surrounded by rocky formations.","A powerful merman with a muscular build holds a golden trident while floating underwater. His long hair flows freely, and his tail is covered in shimmering scales. The scene is set in a mystical underwater environment with rocky formations.","A powerful merman with long flowing hair and a muscular build holds a golden trident while submerged underwater. The scene is set in a rocky underwater environment, with sunlight filtering through the water's surface, illuminating the merman's scales.",1080x1920,9:16,30.0,10s
clips/Candy Land.mp4,"Objects: castle, balloons, pathway, stones, decorations. Nature: trees, sky, clouds. Actions: floating. Emotions: whimsical, magical. Scenes: fantasy, fairy-tale. Concepts: wonder, imagination, enchantment","Objects: castle, balloons, pathway, stones, decorations. Nature: trees, sky, clouds. Actions: floati...","castle, balloons, pathway, stones, decorations, trees, sky, clouds, floating, whimsical, magical, fantasy, fairy-tale, wonder, imagination, enchantment","A whimsical castle stands majestically at the end of a colorful pathway made of pastel-colored stones. Surrounding the path are trees with fluffy, candy-like foliage, and several balloons float gently in the sky. The scene is bathed in warm sunlight, enhancing the fairy-tale atmosphere.","A whimsical castle stands majestically under a clear blue sky, surrounded by vibrant pink and colorful decorations. Balloons float gently in the air, adding to the enchanting atmosphere. The scene is filled with a sense of magic and wonder.",,1056x1888,33:59,30.0,5s
clips/god of fire.mp4,"People: armored figure, armored warrior. Nature: volcanic landscape, cosmic sky, stars. Objects: blazing sword, armor. Actions: standing, wielding. Emotions: intensity, power, powerful, intense. Scenes: fantasy, cosmic, battle. Concepts: battle, otherworldly, dramatic, epic, mythical","People: armored figure, armored warrior. Nature: volcanic landscape, cosmic sky, stars. Objects: bla...","armored figure, armored warrior, volcanic landscape, cosmic sky, stars, blazing sword, armor, standing, wielding, intensity, power, powerful, intense, fantasy, cosmic, battle, battle, otherworldly, dramatic, epic, mythical","A formidable armored figure stands atop a fiery, volcanic landscape, wielding a blazing sword. The scene is set against a cosmic backdrop filled with stars and swirling clouds of smoke and fire.","A formidable armored figure stands on a fiery, volcanic landscape, wielding a blazing sword. The scene is set against a cosmic backdrop filled with stars and swirling clouds of smoke and fire.",,1080x1920,9:16,30.0,5s
clips/Ship ahoy.mp4,"Objects: painting, sofa, water, ship, boat. Actions: flowing, sailing, overflowing, cascading. Scenes: living room, surreal, surreal art, indoor. Concepts: fantasy, art-reality blend, art come to life, imagination, surrealism. Emotions: surreal, whimsical, dreamlike, fantastical, imaginative","Objects: painting, sofa, water, ship, boat. Actions: flowing, sailing, overflowing, cascading. Scene...","painting, sofa, water, ship, boat, flowing, sailing, overflowing, cascading, living room, surreal, surreal art, indoor, fantasy, art-reality blend, art come to life, imagination, surrealism, surreal, whimsical, dreamlike, fantastical, imaginative","A surreal scene where a painting of a river and mountains appears to come to life, with water flowing out of the frame and onto the living room floor. A ship sails from the painting into the room, creating a fantastical blend of art and reality.","A surreal scene where a painting of a serene lake and mountains appears to come to life, with water flowing out of the frame into the room. A small boat is seen navigating the water that spills onto the wooden floor, creating a fantastical blend of art and reality.","A surreal scene where a painting of a serene lake and mountains appears to overflow, with water cascading out of the frame and onto the floor. The water flows between two sofas, creating a striking contrast between the natural and indoor elements.",720x1280,9:16,30.0,10s
