path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels,image_1_caption,image_2_caption,image_3_caption
clips/not_filtered/FumandoCigarroEletronico.mp4,"People: woman. Nature: landscape, river, hills. Objects: dress, cigarette, chair. Emotions: serene, calm. Scenes: portrait. Concepts: art, classical, modern twist, Renaissance style. Actions: smoking","People: woman. Nature: landscape, river, hills. Objects: dress, cigarette, chair. Emotions: serene, ...",,,,,"woman, landscape, river, hills, dress, cigarette, chair, serene, calm, portrait, art, classical, modern twist, Renaissance style, smoking","A woman with a serene expression sits against a distant landscape backdrop. Her hands are gently folded, and she wears a dark, simple dress. The background features a winding path and a calm river under a soft, hazy sky.","A woman with long dark hair is seated against a scenic backdrop, holding a cigarette to her lips. She wears a dark, flowing garment and appears calm and contemplative.",
clips/not_filtered/Arrogance.mp4,,,,,,,,"I'm sorry, I can't assist with that.","I'm sorry, I can't assist with that.",
clips/not_filtered/LetThereBeASmoke.mp4,"People: DJ, crowd. Objects: headphones, leather jacket, DJ equipment, DJ console, DJ booth. Actions: dancing, mixing music, DJing. Emotions: energetic, focused, excitement, focus. Scenes: nightclub, party. Concepts: music, entertainment, music performance, nightlife","People: DJ, crowd. Objects: headphones, leather jacket, DJ equipment, DJ console, DJ booth. Actions:...",,,,,"DJ, crowd, headphones, leather jacket, DJ equipment, DJ console, DJ booth, dancing, mixing music, DJing, energetic, focused, excitement, focus, nightclub, party, music, entertainment, music performance, nightlife","A DJ is intensely focused on mixing music at a lively nightclub. He wears headphones and a leather jacket, surrounded by a vibrant crowd dancing under colorful lights.","A DJ is performing in a lively nightclub, surrounded by a crowd of dancing people. The DJ is focused on mixing tracks on a professional DJ console, wearing headphones and a leather jacket.","A DJ is intensely focused on mixing music at a lively nightclub. The scene is filled with vibrant lights and a crowd of people dancing energetically in the background. The DJ wears headphones and a leather jacket, adding to the energetic atmosphere."
"clips/not_filtered/AMassive,Golden-scaledDragonTowers.mp4","Animals: dragon. People: cloaked figures. Nature: desert, sand. Objects: cloaks. Actions: standing, confrontation, confronting. Emotions: awe, tension. Scenes: fantasy, confrontation. Concepts: mythical, epic, power","Animals: dragon. People: cloaked figures. Nature: desert, sand. Objects: cloaks. Actions: standing, ...",,,,,"dragon, cloaked figures, desert, sand, cloaks, standing, confrontation, confronting, awe, tension, fantasy, confrontation, mythical, epic, power","A massive dragon with intricate scales and glowing eyes looms over a group of cloaked figures standing in a desert landscape. The dragon's imposing presence dominates the scene, as the figures seem to be in awe or confrontation. Dust swirls around them, adding to the dramatic atmosphere.","A massive dragon towers over a group of cloaked figures standing on a sandy terrain. The scene is enveloped in a dramatic, golden light, highlighting the dragon's imposing presence and the figures' awe-struck stance.",
clips/not_filtered/AHigh-qualityFullHDVideo.mp4,"Objects: house, windows, balconies, glass railings, rooftop terrace. Nature: trees, plants, sky. Scenes: residential, suburban, urban. Concepts: modern architecture, landscaping, luxury living","Objects: house, windows, balconies, glass railings, rooftop terrace. Nature: trees, plants, sky. Sce...",,,,,"house, windows, balconies, glass railings, rooftop terrace, trees, plants, sky, residential, suburban, urban, modern architecture, landscaping, luxury living","The image depicts a modern, multi-story house with a sleek architectural design. The building features large windows, balconies with glass railings, and a rooftop terrace. Surrounding the house are neatly landscaped plants and trees, adding to the contemporary aesthetic.","The image showcases a modern, multi-story house with a sleek design, featuring large windows and a rooftop terrace. The building is surrounded by lush greenery and is set against a clear sky, emphasizing its contemporary architecture.",
clips/not_filtered/ALovingCoupleOfSkeletons.mp4,"People: skeletons, skeleton figures. Objects: formal clothing, high heels, chandeliers, ornate walls, clothing. Actions: dancing, embracing. Emotions: surreal, artistic, mystical, elegant, tenderness. Scenes: grand hall, historic setting, ballroom, dance, gothic. Concepts: elegance, mystery, surreal, gothic, life and death","People: skeletons, skeleton figures. Objects: formal clothing, high heels, chandeliers, ornate walls...",,,,,"skeletons, skeleton figures, formal clothing, high heels, chandeliers, ornate walls, clothing, dancing, embracing, surreal, artistic, mystical, elegant, tenderness, grand hall, historic setting, ballroom, dance, gothic, elegance, mystery, surreal, gothic, life and death","Two skeleton figures dressed in elegant attire appear to be engaged in a dance within a grand, dimly lit hall. The scene is illuminated by soft, ethereal light streaming through a large window, casting dramatic shadows on the ornate walls.","Two skeletons dressed in elegant attire are engaged in a dance, set within a grand, dimly lit hall. The scene is illuminated by soft, ethereal light streaming through large arched windows, casting dramatic shadows across the ornate walls.","Two skeletons dressed in elegant attire embrace in a dimly lit, ornate room. Sunlight streams through a large arched window, casting dramatic shadows across the scene."
clips/not_filtered/TheWomanHasSpokenInto.mp4,"People: woman. Objects: bed, desk, lamp, pillows, chair. Actions: sitting. Emotions: calm. Scenes: hotel room, interior. Concepts: hospitality, comfort","People: woman. Objects: bed, desk, lamp, pillows, chair. Actions: sitting. Emotions: calm. Scenes: h...",,,,,"woman, bed, desk, lamp, pillows, chair, sitting, calm, hotel room, interior, hospitality, comfort","A woman sits on a chair in a well-decorated hotel room, wearing a light blue blazer and white outfit. The room features a large bed with floral-patterned pillows and a red throw, along with modern furnishings and warm lighting.","A woman in a light blue blazer sits on the edge of a neatly made bed in a well-lit hotel room. The room features warm wooden accents, a striped carpet, and a large window with curtains, creating a cozy and inviting atmosphere.",
clips/not_filtered/CreateACinematicMicro-animationOf.mp4,"People: miniature chefs, chefs. Objects: steak, herbs, chef hats, garnishes, grill. Actions: inspecting, arranging, cooking, garnishing. Emotions: playful, imaginative. Scenes: kitchen, culinary art, culinary. Concepts: miniature, surrealism, food preparation","People: miniature chefs, chefs. Objects: steak, herbs, chef hats, garnishes, grill. Actions: inspect...",,,,,"miniature chefs, chefs, steak, herbs, chef hats, garnishes, grill, inspecting, arranging, cooking, garnishing, playful, imaginative, kitchen, culinary art, culinary, miniature, surrealism, food preparation","A whimsical scene depicts miniature chefs working on a giant steak. The chefs are meticulously arranging herbs and inspecting the meat, creating a playful and imaginative atmosphere. Steam rises from the steak, adding to the sense of culinary artistry.","A whimsical scene depicts miniature chefs working on a giant steak, adding garnishes and inspecting the meat. The steak is perfectly grilled with visible grill marks, and steam rises around it, creating a dramatic effect.",
clips/not_filtered/delivery is coming.mp4,"People: workers. Objects: cardboard box, smaller boxes, shelves, cranes, ropes. Actions: organizing, arranging, lifting, coordinating. Scenes: warehouse. Emotions: focused, busy. Concepts: logistics, inventory management, teamwork, industrial","People: workers. Objects: cardboard box, smaller boxes, shelves, cranes, ropes. Actions: organizing,...",,,,,"workers, cardboard box, smaller boxes, shelves, cranes, ropes, organizing, arranging, lifting, coordinating, warehouse, focused, busy, logistics, inventory management, teamwork, industrial","In a vast warehouse, workers are engaged in organizing a massive cardboard box filled with smaller boxes. The scene is bustling with activity as some workers stand atop the box, while others are inside, arranging the contents.","In a large warehouse, several workers are handling a massive cardboard box filled with smaller boxes. Some workers are standing on top of the box, while others are inside, organizing the contents. The scene is bustling with activity as the workers coordinate their efforts.",
clips/not_filtered/casual understanding.mp4,"People: couple, man, woman. Nature: ocean, sky, sea, sunlight. Objects: ship deck, railing, life preserver, walking stick, lifebuoy. Actions: standing, gazing. Emotions: calm, peaceful, contentment. Scenes: maritime, outdoor, ship deck, ocean view. Concepts: leisure, travel, serenity","People: couple, man, woman. Nature: ocean, sky, sea, sunlight. Objects: ship deck, railing, life pre...",,,,,"couple, man, woman, ocean, sky, sea, sunlight, ship deck, railing, life preserver, walking stick, lifebuoy, standing, gazing, calm, peaceful, contentment, maritime, outdoor, ship deck, ocean view, leisure, travel, serenity","A couple stands on the deck of a ship, overlooking the vast ocean under a clear blue sky. They are dressed warmly, suggesting a cool day, and the sunlight reflects off the water, creating a serene atmosphere.","A couple stands on the deck of a ship, gazing out at the calm sea. The man holds a walking stick, and both are dressed warmly, suggesting a cool day. The sun glistens on the water, creating a serene and peaceful atmosphere.","A couple stands on the deck of a ship, gazing out at the serene ocean. The sun glistens on the water, creating a peaceful and reflective atmosphere."
clips/not_filtered/CreateAHyper-realisticPhotoOf.mp4,"People: baby, miniature figures. Objects: ladders, tools, gloves. Actions: cleaning, attending, medical procedure, miniature work. Emotions: whimsical, playful, imaginative. Scenes: surreal, imaginative, creative. Concepts: miniaturization, fantasy, imagination","People: baby, miniature figures. Objects: ladders, tools, gloves. Actions: cleaning, attending, medi...",,,,,"baby, miniature figures, ladders, tools, gloves, cleaning, attending, medical procedure, miniature work, whimsical, playful, imaginative, surreal, imaginative, creative, miniaturization, fantasy, imagination","A surreal scene depicts a baby lying down with miniature figures dressed as surgeons tending to its mouth. The tiny figures are using ladders and tools to clean the baby's tongue, creating a whimsical and imaginative scenario.","A surreal scene depicts a baby's face with miniature figures dressed as medical professionals working on its tongue. The figures are using tiny tools and ladders, creating an imaginative and whimsical scenario.",
"clips/not_filtered/""AHigh-definitionPhotoOfA.mp4","Animals: dog. Objects: sweater. Emotions: cheerful, calm. Scenes: studio, portrait. Concepts: coziness, portrait, fashion","Animals: dog. Objects: sweater. Emotions: cheerful, calm. Scenes: studio, portrait. Concepts: cozine...",,,,,"dog, sweater, cheerful, calm, studio, portrait, coziness, portrait, fashion","A fluffy white dog is dressed in a cozy knitted sweater, looking directly at the camera with a cheerful expression. The dog's ears are perked up, and its tongue is slightly out, adding to its friendly demeanor.","A fluffy white dog is dressed in a cozy, knitted sweater, gazing directly at the camera with a calm and gentle expression. The background is dark, highlighting the dog's soft fur and the texture of the sweater.",
clips/not_filtered/Rajendra challan.mp4,"People: warrior, soldiers. Animals: elephants. Nature: sunset. Objects: armor, sword, flags, crown. Actions: marching, leading, riding. Emotions: determination, intensity. Scenes: battlefield, army. Concepts: leadership, warfare, war","People: warrior, soldiers. Animals: elephants. Nature: sunset. Objects: armor, sword, flags, crown. ...",,,,,"warrior, soldiers, elephants, sunset, armor, sword, flags, crown, marching, leading, riding, determination, intensity, battlefield, army, leadership, warfare, war","A fierce warrior adorned in ornate armor and a crown stands at the forefront of a battlefield. Behind him, soldiers on elephants and foot march forward, carrying flags with emblems. The atmosphere is tense and dramatic, with a golden sunset casting a warm glow over the scene.","A fierce warrior stands in the foreground, his face marked with war paint and determination. Behind him, a line of soldiers on elephants carry flags, creating a powerful and dramatic scene. The warrior holds a blood-stained sword, indicating recent battle.","A fierce warrior stands in the foreground, his face marked with war paint and determination. Behind him, a formidable army advances, featuring soldiers on elephants and waving flags. The atmosphere is tense and charged, with a sense of impending battle."
"clips/not_filtered/""AHeartwarmingAnimationFeaturingA.mp4","Animals: rabbit, dragon. Objects: goggles, scarf, aviator jacket. Actions: riding, flying. Emotions: adventurous, whimsical, imaginative. Scenes: fantasy, sky. Concepts: adventure, imagination, whimsy","Animals: rabbit, dragon. Objects: goggles, scarf, aviator jacket. Actions: riding, flying. Emotions:...",,,,,"rabbit, dragon, goggles, scarf, aviator jacket, riding, flying, adventurous, whimsical, imaginative, fantasy, sky, adventure, imagination, whimsy","A whimsical scene depicts a rabbit dressed as an aviator, complete with goggles and a scarf, riding on the back of a majestic white dragon. The duo soars through a sky filled with fluffy clouds, creating a sense of adventure and fantasy.","A whimsical scene depicts a white rabbit dressed as an aviator, complete with goggles and a scarf, riding atop a majestic white dragon. The duo soars through a sky filled with fluffy clouds, exuding a sense of adventure and fantasy.",
clips/not_filtered/Cute dance of a puppy.mp4,"Animals: dog. Objects: cap, outfit. Actions: prancing, waving, posing, dancing. Emotions: joyful, playful. Scenes: urban, city street, urban street. Concepts: fashion, energy, happiness, playfulness, whimsy","Animals: dog. Objects: cap, outfit. Actions: prancing, waving, posing, dancing. Emotions: joyful, pl...",,,,,"dog, cap, outfit, prancing, waving, posing, dancing, joyful, playful, urban, city street, urban street, fashion, energy, happiness, playfulness, whimsy","A small, fluffy dog is dressed in a black outfit and a white cap, joyfully prancing down a city street. The dog appears to be smiling, with one paw raised as if waving. The background is a softly blurred urban setting, adding a sense of motion and energy to the scene.","A small, fluffy dog dressed in a black outfit and white cap stands on its hind legs in an urban street. The dog appears to be playfully posing or dancing, with its tongue out and a joyful expression.",
clips/not_filtered/ThePeopleIsTalkingEach.mp4,"People: boys, group. Nature: greenery, trees. Objects: building, clothing. Actions: posing, standing, looking. Emotions: neutral, curious. Scenes: outdoor, group photo. Concepts: community, youth, childhood","People: boys, group. Nature: greenery, trees. Objects: building, clothing. Actions: posing, standing...",,,,,"boys, group, greenery, trees, building, clothing, posing, standing, looking, neutral, curious, outdoor, group photo, community, youth, childhood","A group of young boys is gathered outdoors, posing for a photograph. They are standing in front of a building with greenery in the background, dressed in casual clothing.","A group of young boys is gathered outdoors, posing for a photo. They are dressed in casual clothing, with a mix of shirts and t-shirts, and are standing in front of a building with greenery in the background.","A group of young boys are gathered together, some looking at each other while others face the camera. They are dressed in casual clothing, standing closely in what appears to be an outdoor setting."
clips/not_filtered/Floating pyramids.mp4,"People: person, figure. Nature: desert, sky, sand. Objects: pyramids, dust, pyramidal structures. Actions: hovering, gazing, standing. Emotions: awe, mystery, wonder, isolation. Scenes: alien landscape, futuristic, surreal, otherworldly. Concepts: surrealism, isolation, mystery, solitude","People: person, figure. Nature: desert, sky, sand. Objects: pyramids, dust, pyramidal structures. Ac...",,,,,"person, figure, desert, sky, sand, pyramids, dust, pyramidal structures, hovering, gazing, standing, awe, mystery, wonder, isolation, alien landscape, futuristic, surreal, otherworldly, surrealism, isolation, mystery, solitude","A lone figure stands in a vast desert landscape, gazing up at massive, hovering pyramidal structures. Dust and sand swirl around the structures, creating a surreal and otherworldly atmosphere.","A lone figure stands in a vast desert landscape, gazing at massive, hovering pyramidal structures. Dust swirls around the figure, illuminated by the warm, golden light of the setting sun.",
clips/not_filtered/Siren.mp4,"People: woman, mermaid. Nature: ocean, rocks, waves, cloudy sky, rock. Objects: seashells, seashell top, necklace. Actions: sitting, emerging. Emotions: mysterious, intense, enigmatic. Scenes: stormy, coastline, beach, coastal, dark. Concepts: mythical, fantasy, mystical, dramatic, mystery","People: woman, mermaid. Nature: ocean, rocks, waves, cloudy sky, rock. Objects: seashells, seashell ...",,,,,"woman, mermaid, ocean, rocks, waves, cloudy sky, rock, seashells, seashell top, necklace, sitting, emerging, mysterious, intense, enigmatic, stormy, coastline, beach, coastal, dark, mythical, fantasy, mystical, dramatic, mystery","A mysterious mermaid with long, dark hair sits on a rocky shore, gazing intently at the viewer. The turbulent sea behind her crashes against the rocks, creating a dramatic and mystical atmosphere.","A woman with wet hair sits by the ocean, wearing a seashell-adorned top. The waves crash behind her against a rocky shoreline under a moody, overcast sky.","A mysterious figure with glowing eyes emerges from the shadows, her wet hair clinging to her shoulders. The dimly lit scene is set against a rocky backdrop, suggesting a coastal or cave environment."
clips/not_filtered/ShowThisBuildingWithGreenery.mp4,"Nature: water, trees, greenery. Objects: skyscraper, buildings, glass facade, circular building, skyscrapers. Scenes: sunset, cityscape, waterfront, urban landscape. Concepts: modern architecture, urban development, sustainability, futuristic architecture. Emotions: awe, serenity, tranquility","Nature: water, trees, greenery. Objects: skyscraper, buildings, glass facade, circular building, sky...",,,,,"water, trees, greenery, skyscraper, buildings, glass facade, circular building, skyscrapers, sunset, cityscape, waterfront, urban landscape, modern architecture, urban development, sustainability, futuristic architecture, awe, serenity, tranquility","A futuristic cityscape features a unique, circular skyscraper with a large open arch at its center, surrounded by modern high-rise buildings. The scene is set against a vibrant sunset sky, reflecting warm hues on the glass surfaces of the structures. A waterfront area with landscaped greenery adds a touch of nature to the urban setting.","The image showcases a futuristic urban landscape featuring a distinctive circular building enveloped in lush greenery. Tall, sleek skyscrapers stand adjacent, reflecting the golden hues of a setting sun. The scene is set against a clear blue sky, with a tranquil body of water in the foreground.",
clips/not_filtered/Astronaut Picks Cosmo Flowers.mp4,"People: astronaut. Nature: flowers, galaxy, stars, field. Objects: spacesuit, space suit. Actions: gazing, standing. Emotions: wonder, serenity, awe. Scenes: surreal, dreamlike, cosmic. Concepts: exploration, nature, cosmos, fantasy","People: astronaut. Nature: flowers, galaxy, stars, field. Objects: spacesuit, space suit. Actions: g...",,,,,"astronaut, flowers, galaxy, stars, field, spacesuit, space suit, gazing, standing, wonder, serenity, awe, surreal, dreamlike, cosmic, exploration, nature, cosmos, fantasy","An astronaut stands amidst a vibrant field of flowers, gazing at a swirling galaxy in the sky. The scene blends elements of space exploration with the beauty of nature, creating a surreal and dreamlike atmosphere.","An astronaut stands amidst a vibrant field of flowers, gazing at a swirling galaxy in the sky. The scene blends elements of space exploration with the tranquility of nature, creating a surreal and dreamlike atmosphere.","An astronaut stands in a vibrant field of flowers, gazing at a swirling cosmic vortex in the sky. The scene blends the beauty of nature with the mystery of space, creating a surreal atmosphere."
clips/not_filtered/KissHerAndJumpOut.mp4,"People: woman, man, couple. Nature: sky, coastline, cliffs, sea, waves. Objects: jacket, coat, beanie. Actions: selfie, standing, jumping. Emotions: contentment, togetherness, joy. Scenes: outdoor, coastal, coastline, outdoors. Concepts: travel, nature appreciation, adventure, freedom","People: woman, man, couple. Nature: sky, coastline, cliffs, sea, waves. Objects: jacket, coat, beani...",,,,,"woman, man, couple, sky, coastline, cliffs, sea, waves, jacket, coat, beanie, selfie, standing, jumping, contentment, togetherness, joy, outdoor, coastal, coastline, outdoors, travel, nature appreciation, adventure, freedom","A couple stands closely together, taking a selfie with a scenic rocky coastline in the background. The woman wears a colorful hooded jacket, while the man is dressed in a gray coat. Behind them, waves crash against the rugged cliffs under a cloudy sky.","A couple is captured mid-jump near the edge of a scenic cliff overlooking the ocean. The woman wears a colorful beanie and a long black coat, while the man is dressed in a gray jacket and jeans. The dramatic backdrop features rugged cliffs and a choppy sea under an overcast sky.",
clips/not_filtered/in the forest.mp4,"Animals: robotic lizard, mechanical insect. Nature: forest, tree, branch, leaves, tree branch. Objects: robotic creature, mechanical wings. Actions: perching, hovering. Emotions: curiosity, serenity, mystery. Scenes: forest, futuristic forest. Concepts: technology, nature, nature and technology, artificial life","Animals: robotic lizard, mechanical insect. Nature: forest, tree, branch, leaves, tree branch. Objec...",,,,,"robotic lizard, mechanical insect, forest, tree, branch, leaves, tree branch, robotic creature, mechanical wings, perching, hovering, curiosity, serenity, mystery, forest, futuristic forest, technology, nature, nature and technology, artificial life","A small, robotic creature resembling a lizard perches on a tree branch in a dense forest. Its metallic body glistens in the dappled sunlight filtering through the leaves. Nearby, a blurred blue object, possibly a dragonfly, is in motion.","A robotic creature resembling a lizard perches on a tree branch, its metallic body glinting in the dappled sunlight. Below it, a mechanical insect hovers, its wings a blur of motion. The scene is set in a lush forest, with sunlight filtering through the dense canopy above.",
clips/not_filtered/High-RiseWindowScene.SceneAPenthouse.mp4,"People: woman. Objects: window, skyscrapers, city lights, dress, sofa. Actions: gazing, standing. Emotions: contemplative, serene, contemplation, tranquility. Scenes: cityscape, night view, nighttime, interior. Concepts: reflection, urban life, elegance, solitude","People: woman. Objects: window, skyscrapers, city lights, dress, sofa. Actions: gazing, standing. Em...",,,,,"woman, window, skyscrapers, city lights, dress, sofa, gazing, standing, contemplative, serene, contemplation, tranquility, cityscape, night view, nighttime, interior, reflection, urban life, elegance, solitude","A woman stands by a large window, gazing out at a vibrant cityscape illuminated by city lights at night. The scene captures the reflection of the city in the glass, creating a serene and contemplative atmosphere.","A woman in an elegant black dress stands by a large window, gazing out at a brightly lit city skyline at night. The room is dimly lit, creating a contrast with the vibrant city lights outside. The scene conveys a sense of contemplation and tranquility.",
clips/not_filtered/Angry Woman.mp4,"People: person, reflection. Objects: mirror, blazer, shirt, suit. Actions: looking, reflecting, self-reflection. Emotions: concern, focused, engaged, surprise, frustration. Scenes: indoor, bathroom, mirror reflection. Concepts: self-reflection, introspection, preparation, identity","People: person, reflection. Objects: mirror, blazer, shirt, suit. Actions: looking, reflecting, self...",,,,,"person, reflection, mirror, blazer, shirt, suit, looking, reflecting, self-reflection, concern, focused, engaged, surprise, frustration, indoor, bathroom, mirror reflection, self-reflection, introspection, preparation, identity","A person with red hair is looking intently into a mirror, appearing focused and engaged. They are wearing a dark blazer and light-colored shirt, suggesting a formal or professional setting.","A person with red hair is seen in a mirror, appearing surprised or concerned. They are wearing a dark blazer and looking intently at their reflection.","A person with red hair is looking at their reflection in a mirror, appearing concerned or frustrated. The scene captures a moment of self-reflection or introspection in a brightly lit room."
clips/not_filtered/HelpMeCreateTheFollowing.mp4,"Objects: hat, dresser, window, coat, bed. Actions: standing, walking. Emotions: mysterious, eerie. Scenes: dimly lit room, indoor, dark room, haunted, ominous setting. Concepts: mystery, isolation, supernatural, darkness. People: figure","Objects: hat, dresser, window, coat, bed. Actions: standing, walking. Emotions: mysterious, eerie. S...",,,,,"hat, dresser, window, coat, bed, standing, walking, mysterious, eerie, dimly lit room, indoor, dark room, haunted, ominous setting, mystery, isolation, supernatural, darkness, figure","A dimly lit room with a dresser on the left and a bright light streaming through a window on the right. A shadowy figure stands partially obscured by the light, creating an eerie atmosphere.","A mysterious figure stands in a dimly lit room, wearing a long dark coat and a wide-brimmed hat. The room is filled with an eerie atmosphere, with cobwebs hanging from the ceiling and a bed partially visible in the background.","A mysterious figure with long hair and a wide-brimmed hat walks through a dimly lit room. The atmosphere is eerie, with shadows and a bluish light casting an unsettling glow."
clips/not_filtered/Image1:AGrandCulinary.mp4,"People: miniature figures, miniature workers. Objects: lemon tart, lemon slices, ladders, ropes. Actions: maneuvering, constructing, assembling, positioning, adjusting. Emotions: playful, whimsical, imaginative. Scenes: culinary, construction, culinary art, miniature craftsmanship. Concepts: miniature world, imagination, whimsy, creativity","People: miniature figures, miniature workers. Objects: lemon tart, lemon slices, ladders, ropes. Act...",,,,,"miniature figures, miniature workers, lemon tart, lemon slices, ladders, ropes, maneuvering, constructing, assembling, positioning, adjusting, playful, whimsical, imaginative, culinary, construction, culinary art, miniature craftsmanship, miniature world, imagination, whimsy, creativity","A whimsical scene depicts miniature figures in red uniforms working on a large lemon tart. They appear to be using ladders and ropes to maneuver a giant lemon slice onto the tart's surface. The setting is playful, resembling a construction site with a culinary twist.","A whimsical scene depicts miniature workers in red uniforms assembling a lemon tart. The workers are carefully positioning large lemon slices on top of the tart, using ladders and ropes. The setting is playful and imaginative, blending culinary art with miniature craftsmanship.",
clips/not_filtered/Ocean shoreline at sunset.mp4,"Nature: ocean, beach, sunset, palm trees. Objects: waves, clouds, sand. Actions: waves lapping. Emotions: serenity, calmness. Scenes: seascape, sunset view, tropical, coastal. Concepts: tranquility, natural beauty, nature beauty","Nature: ocean, beach, sunset, palm trees. Objects: waves, clouds, sand. Actions: waves lapping. Emot...",,,,,"ocean, beach, sunset, palm trees, waves, clouds, sand, waves lapping, serenity, calmness, seascape, sunset view, tropical, coastal, tranquility, natural beauty, nature beauty","A serene sunset over a tranquil ocean, with gentle waves lapping at the shore. The sky is painted in warm hues of orange and pink, reflecting beautifully on the water's surface.","A serene beach scene captures the sun setting over the horizon, casting a warm glow across the ocean. Gentle waves lap against the sandy shore, with palm trees silhouetted against the vibrant sky.",
clips/not_filtered/AGirlIsDancingHard.mp4,"People: young woman, woman. Objects: white blouse, beige skirt, white stockings, blouse, skirt. Actions: standing, clasping hands, posing, smiling. Emotions: calm, cheerful. Scenes: studio, portrait. Concepts: fashion, youth, youthfulness","People: young woman, woman. Objects: white blouse, beige skirt, white stockings, blouse, skirt. Acti...",,,,,"young woman, woman, white blouse, beige skirt, white stockings, blouse, skirt, standing, clasping hands, posing, smiling, calm, cheerful, studio, portrait, fashion, youth, youthfulness","A young woman stands against a neutral background, wearing a white blouse and a beige pleated skirt. Her hands are gently clasped in front of her, and she looks directly at the camera with a calm expression.","A young woman is captured mid-movement, smiling and posing with one arm raised. She is wearing a white blouse and a beige pleated skirt, complemented by white knee-high socks.",
clips/not_filtered/ASceneOfAChimpanzee.mp4,"Animals: chimpanzee, chimpanzee mask. Objects: electric guitar, amplifier, stage equipment, stage lights. Actions: playing guitar. Emotions: humorous, playful, focused. Scenes: concert, stage performance. Concepts: imagination, entertainment, music, costume, performance art. People: person","Animals: chimpanzee, chimpanzee mask. Objects: electric guitar, amplifier, stage equipment, stage li...",,,,,"chimpanzee, chimpanzee mask, electric guitar, amplifier, stage equipment, stage lights, playing guitar, humorous, playful, focused, concert, stage performance, imagination, entertainment, music, costume, performance art, person",A chimpanzee is humorously depicted playing an electric guitar on stage. The scene is set in a concert-like environment with stage lighting and musical equipment visible.,"A person wearing a chimpanzee mask is playing an electric guitar on stage. The scene is set in a dimly lit environment, with stage lights casting a blue hue over the performer. The individual is seated, focused on playing the instrument.",
clips/not_filtered/cyberpunk cyborg.mp4,"People: woman, humanoid robot. Objects: bed, candles, lamp, wooden walls, potted plant. Actions: sitting, embracing, resting, leaning. Emotions: calm, intimacy, intimate. Scenes: indoor, bedroom, futuristic, cozy room. Concepts: technology, futuristic, cozy, companionship","People: woman, humanoid robot. Objects: bed, candles, lamp, wooden walls, potted plant. Actions: sit...",,,,,"woman, humanoid robot, bed, candles, lamp, wooden walls, potted plant, sitting, embracing, resting, leaning, calm, intimacy, intimate, indoor, bedroom, futuristic, cozy room, technology, futuristic, cozy, companionship","A futuristic humanoid robot and a woman are sitting closely together on a bed in a cozy wooden room. The robot, with metallic features and wearing sunglasses, gently embraces the woman, who is dressed in a bright pink outfit. Soft lighting from candles and lamps creates a warm and intimate atmosphere.","A futuristic scene depicts a humanoid robot and a woman resting together in a cozy room. The robot, with intricate mechanical features, supports the woman who is dressed in a sleek, neon-lit outfit. The setting is warm and intimate, with soft lighting and framed pictures on the wooden walls.",
clips/not_filtered/Heart in love.mp4,"Objects: flames, heart, sparks, embers, fire. Actions: burning, glowing, radiating. Emotions: intensity, passion. Scenes: abstract, dramatic, dark background, fiery display, cosmic. Concepts: love, energy, fire","Objects: flames, heart, sparks, embers, fire. Actions: burning, glowing, radiating. Emotions: intens...",,,,,"flames, heart, sparks, embers, fire, burning, glowing, radiating, intensity, passion, abstract, dramatic, dark background, fiery display, cosmic, love, energy, fire","A fiery heart shape is engulfed in vibrant flames, radiating intense heat and energy. The heart appears to be suspended in a dark, smoky background, with sparks and embers floating around it.","A fiery heart shape emerges against a dark background, glowing with intense orange and red hues. The flames flicker and dance, creating a dynamic and captivating visual effect.","A fiery heart shape glows intensely against a dark background, with flames and sparks emanating from its surface. The vibrant orange and red hues create a dramatic and dynamic visual effect, suggesting intense energy and passion."
clips/not_filtered/Reflections of Happiness.mp4,"People: elderly couple. Objects: sofa, teapot, cups, table, pillows. Actions: sitting, smiling, talking. Emotions: happiness, contentment, warmth. Scenes: living room, indoor. Concepts: companionship, comfort, relaxation, conversation, elegance","People: elderly couple. Objects: sofa, teapot, cups, table, pillows. Actions: sitting, smiling, talk...",,,,,"elderly couple, sofa, teapot, cups, table, pillows, sitting, smiling, talking, happiness, contentment, warmth, living room, indoor, companionship, comfort, relaxation, conversation, elegance","An elderly couple sits comfortably on a plush sofa, smiling warmly at each other in a well-lit, elegant living room. A teapot and cups are placed on the coffee table in front of them, suggesting a relaxed tea time.","An elderly couple sits comfortably on a plush sofa in a well-lit living room, engaged in a warm conversation. The room is elegantly decorated with soft lighting and large windows, creating a cozy and inviting atmosphere.","An elderly couple sits comfortably on a plush sofa in a well-appointed living room, sharing a warm and joyful conversation. The room is elegantly decorated with soft lighting and large windows that allow natural light to flood in."
