path,prompt,short_prompt,aspect_ratio,resolution,fps,duration,labels
clips/Aquatic Harmony.mp4,"A handheld shot captures the robot as it briefly turns its head toward the sunlight, then shifts left and right. Inside its helmet, aquatic plants sway rhythmically while fish glide in arcs of light, golden fish swirling upward toward the top. Bubbles drift slowly to the surface as the forest foliage blurs softly, swaying gently in the breeze, while sunlight reflects off the glass and shimmers faintly.","A handheld shot captures the robot as it briefly turns its head toward the sunlight, then shifts left and right. Inside its helmet, aquatic plants sway rhythmically while fish glide in arcs of light, golden...",13:17,832x1088,30.0,10s,"shot, robot, head, sunlight, shift, helmet, plant, fish"
clips/Blue Flame.mp4,"camera_follow: smooth tracking shot, slightly low angle motion: dress flowing dynamically, blue flames flickering and swirling naturally with movement lighting: dramatic runway spotlights, reflections on glossy floor background: blurred audience with flashes, deep blue ambiance hair: gentle motion with movement fx: glowing blue fire effects, subtle sparks and embers floating in the air","camera_follow: smooth tracking shot, slightly low angle motion: dress flowing dynamically, blue flames flickering and swirling naturally with movement lighting: dramatic runway spotlights, reflections on glossy floor background: blurred audience with flashes, deep blue ambiance...",13:17,832x1088,30.0,5s,"tracking, shot, angle, motion, dress, flame, movement, lighting"
clips/Beauty Model.mp4,"""An extreme close-up of the model’s eyes as they open slowly, revealing shimmering metallic eyeshadow and a piercing gaze. The camera captures each detail—the gloss of her eyelids, the richness of her brows, and the reflection of light on her luminous skin. The lighting is moody yet radiant, shifting subtly as she blinks, drawing attention to the artistry of the makeup application.""","""An extreme close-up of the model’s eyes as they open slowly, revealing shimmering metallic eyeshadow and a piercing gaze. The camera captures each detail—the gloss of her eyelids, the richness of her brows, and the...",9:16,720x1280,30.0,5s,"close, up, model, eye, eyeshadow, gaze, camera, detail"
clips/Ballet dancer.mp4,a beautiful Japanese young female ballet dancer in a theater wearing a white leotard is dancing,a beautiful Japanese young female ballet dancer in a theater wearing a white leotard is dancing,38:51,1216x1632,30.0,5s,"ballet, dancer, theater, leotard"
clips/A cat is baking tokyo tower.mp4,"""A smiling brown cat wearing an apron is baking a giant Tokyo Tower-shaped cake, 3.3 meters tall. The cake looks like a realistic Tokyo Tower, decorated with cream and strawberries. The cat skillfully layers sponge cakes, spreads cream, and carefully decorates the tower. Finally, it gently places a dried fish (niboshi) on the top and smiles with satisfaction.""","""A smiling brown cat wearing an apron is baking a giant Tokyo Tower-shaped cake, 3.3 meters tall. The cake looks like a realistic Tokyo Tower, decorated with cream and strawberries. The cat skillfully layers sponge...",9:16,720x1280,30.0,5s,"cat, apron, tokyo, tower, cake, meter, cream, strawberry"
clips/Mini Pancake Workshop.mp4,"camera moving to the left keeping the object in the center, mini chefs cooking pancakes","camera moving to the left keeping the object in the center, mini chefs cooking pancakes",9:16,720x1280,30.0,5s,"camera, object, center, chef, cooking"
clips/Bear and baby.mp4,"a young child riding a massive bear, walking through a bustling city street in broad daylight. The child's face is detailed and expressive, showing excitement and awe. The bear is depicted with lifelike fur texture, moving calmly yet powerfully. The city streets are filled with natural light, with buildings and cars in the distance","a young child riding a massive bear, walking through a bustling city street in broad daylight. The child's face is detailed and expressive, showing excitement and awe. The bear is depicted with lifelike fur texture,...",9:16,1080x1920,30.0,5s,"child, bear, city, street, daylight, face, excitement, awe"
clips/Tiger and baby.mp4,"A highly detailed and dynamic animation of a young child riding a powerful tiger sprinting through a bustling city street at high speed. The tiger’s muscular body, with its vibrant orange and black stripes, moves swiftly and fluidly, its paws hitting the ground with force as it races forward. The child, gripping tightly to the tiger, is laughing joyfully, enjoying the speed and thrill of the ride. The background blurs dramatically due to the high velocity, with buildings and city elements passing by in a rush. The animation captures the energy and intensity of the tiger’s movement, while keeping the child’s excitement in sharp focus","A highly detailed and dynamic animation of a young child riding a powerful tiger sprinting through a bustling city street at high speed. The tiger’s muscular body, with its vibrant orange and black stripes, moves...",9:16,1080x1920,30.0,5s,"animation, child, tiger, city, street, speed, body, stripe"
clips/@niana.ai in Rio.mp4,"the camera zooms in,sunlight,rich details,colorful,vivid,positioned at a higher angle,posing to the picture, soft wind, puts a on her glasses.","the camera zooms in,sunlight,rich details,colorful,vivid,positioned at a higher angle,posing to the picture, soft wind, puts a on her glasses.",36:55,1152x1760,30.0,5s,"camera, zoom, sunlight, detail, angle, picture, wind, glass"
"clips/Cat, magician Amazing force to p.mp4",Bring this picture to life All elements are animated.,Bring this picture to life All elements are animated.,9:16,1080x1920,30.0,10s,"picture, life, element"
clips/Beautiful girl and white tiger.mp4,"An asian girl riding a tiger. Running, smiling, hair blowing in the wind. Snowing splashes","An asian girl riding a tiger. Running, smiling, hair blowing in the wind. Snowing splashes",17:29,1088x1856,30.0,5s,"girl, tiger, hair, wind, splash"
clips/A Moment of Trust.mp4,"the girl and the lion look at each other in slow motion, the camera is static","the girl and the lion look at each other in slow motion, the camera is static",9:16,720x1280,30.0,5s,"girl, lion, motion, camera"
clips/The Ultimate Chase.mp4,"joker style, gotham city diamond district, street view of the police car driving away from the camera, flashing lights on police car, chasing a group of diamond thieves","joker style, gotham city diamond district, street view of the police car driving away from the camera, flashing lights on police car, chasing a group of diamond thieves",4:5,1280x1600,30.0,5s,"joker, style, gotham, city, diamond, district, street, view"
clips/tiger movement from the clouds.mp4,"Create an animated sequence featuring a powerful tiger leaping out from fiery, smoke-filled clouds. Begin with a slow-motion build-up of glowing embers and swirling smoke, intensifying the atmosphere. The tiger emerges with dynamic motion, its fur shimmering with fiery light and its eyes glowing a deep red, exuding raw energy.Enhance the scene with cinematic effects: add streaks of orange and red flames trailing behind the tiger as it moves, with motion blur to emphasize its speed and power. Include dramatic lighting, with rays of golden light piercing through the smoke, highlighting the tiger’s muscular form and fierce expression.Use a camera zoom effect to start with a wide-angle view of the tiger and surrounding environment. As the tiger leaps forward, the camera zooms in, focusing on its face and fiery eyes for a dramatic close-up. Add soft particle effects, like glowing embers and ashes floating in the air, to blend the tiger's motion seamlessly into the fiery environment. Conclude with a burst of flames as the tiger lands, creating ripples of energy in the surrounding smoke.","Create an animated sequence featuring a powerful tiger leaping out from fiery, smoke-filled clouds. Begin with a slow-motion build-up of glowing embers and swirling smoke, intensifying the atmosphere. The tiger emerges with dynamic motion, its...",9:16,1080x1920,30.0,5s,"sequence, tiger, smoke, cloud, motion, build, up, ember"
clips/love in the city.mp4,"a couple is dancing in the park, the balloon flies away","a couple is dancing in the park, the balloon flies away",9:16,1080x1920,30.0,10s,"couple, park, balloon"
clips/Date Package.mp4,"A highly detailed cinematic animation of a miniature date packaging factory where freshly harvested dates smoothly move along a conveyor belt. The conveyor runs continuously, carrying glossy, rich brown dates toward robotic sorting arms that gently adjust their positions. Tiny workers in yellow safety helmets and aprons inspect and handle the dates, carefully placing them into neatly arranged boxes. Dramatic lighting enhances the scene, with warm golden spotlights illuminating the moving dates, casting soft shadows that emphasize their texture and shine. Subtle industrial haze and gentle steam rise from nearby machines, adding depth and realism. The camera moves dynamically, capturing the intricate details of the production line while maintaining a smooth, cinematic feel.","A highly detailed cinematic animation of a miniature date packaging factory where freshly harvested dates smoothly move along a conveyor belt. The conveyor runs continuously, carrying glossy, rich brown dates toward robotic sorting arms that...",22:39,704x1248,30.0,5s,"animation, date, packaging, factory, conveyor, belt, arm, position"
clips/Hyper processing stage where egg.mp4,"Hyper-processing stage where eggs are boiled and boiled in a pan in a tiny construction environment. One worker stands over the egg white and examines it, while the other sprinkles salt with a large spoon. Workers receive orange safety braces and yellow helmets, reminiscent of road work crews. The yolk is bright and vibrant with persistent lighting and shadows. A macro photo effect is created in the background, highlighting a surreal and fun concept.","Hyper-processing stage where eggs are boiled and boiled in a pan in a tiny construction environment. One worker stands over the egg white and examines it, while the other sprinkles salt with a large spoon....",9:16,720x1280,30.0,5s,"hyper, processing, stage, egg, pan, construction, environment, worker"
clips/People in a small country are co.mp4,Cosmonauts wearing miniature spacesuits on the moon are cooking delicious food,Cosmonauts wearing miniature spacesuits on the moon are cooking delicious food,9:16,720x1280,30.0,5s,"cosmonaut, spacesuit, moon, food"
clips/dachshund dog.mp4,"A cheerful black dachshund is standing on its hind legs on a kitchen counter, with a wide grin on its face. The dog uses its front paws to slice meat on a wooden cutting board with a small knife. Its tail wags excitedly as it chops, clearly enjoying the task. The kitchen is bright and cozy, with warm lighting, and the dachshund’s joyful expression brings a sense of fun and whimsy to the scene,handheld device filming","A cheerful black dachshund is standing on its hind legs on a kitchen counter, with a wide grin on its face. The dog uses its front paws to slice meat on a wooden cutting board...",9:16,1080x1920,30.0,10s,"dachshund, hind, leg, kitchen, counter, grin, face, dog"
clips/POV You’re a Witch in the 1600s.mp4,"The hands push the blanket aside, fingers stretching as she wakes up. The fire flickers, casting soft shadows across the wooden walls. Tiny particles of dust dance in the air, illuminated by the weak morning light.","The hands push the blanket aside, fingers stretching as she wakes up. The fire flickers, casting soft shadows across the wooden walls. Tiny particles of dust dance in the air, illuminated by the weak morning...",9:16,720x1280,30.0,5s,"hand, blanket, finger, fire, shadow, wall, particle, dust"
clips/Anatolian Leopard The Hidden Leg.mp4,"the camera follows the subject moving,Create a 10-second cinematic video showcasing the Anatolian leopard (Panthera pardus tulliana) in its natural habitat. The scene should be set in a lush, vibrant forest under soft daylight. The leopard is seen moving gracefully through the greenery, its fur glowing under the sunlight filtering through the trees. Suddenly, it encounters other wild animals, such as a deer cautiously watching from a distance or a flock of birds taking flight. The atmosphere should feel immersive and dynamic, with realistic details in the leopard's movements, the forest environment, and the interactions with other wildlife. The video should evoke a sense of awe and highlight the beauty of nature and the leopard's role in its ecosystem.","the camera follows the subject moving,Create a 10-second cinematic video showcasing the Anatolian leopard (Panthera pardus tulliana) in its natural habitat. The scene should be set in a lush, vibrant forest under soft daylight. The...",9:16,1080x1920,30.0,5s,"camera, subject, moving, second, video, leopard, panthera, pardus"
clips/受困.mp4,the camera zooms out,the camera zooms out,9:16,720x1280,30.0,5s,"camera, zoom"
clips/Ninja sushi.mp4,Food scene surreal: miniatures ninja figures cut with their saber succulent sushis.,Food scene surreal: miniatures ninja figures cut with their saber succulent sushis.,34:59,1088x1888,30.0,5s,"food, scene, miniature, figure, saber, succulent, sushis"
clips/Building explosion.mp4,"Explosion, cinematic, building","Explosion, cinematic, building",9:16,720x1280,30.0,5s,"explosion, cinematic"
clips/cloud in the coffee.mp4,Coffee raindrops into cup from cloud.,Coffee raindrops into cup from cloud.,13:17,832x1088,30.0,5s,"coffee, cup, cloud"
clips/workers and strawberry.mp4,"little people do their job, the movements are clear and natural","little people do their job, the movements are clear and natural",9:16,720x1280,30.0,5s,"people, job, movement"
clips/Baby & White Tiger Runway.mp4,"A highly realistic baby dressed in a fluffy white tiger-like costume, sitting on the back of a real white tiger. The baby is riding the fluffy real white tiger as they walk together on the runway. The audience is smiling and taking photos, illuminated by bright stage lights. The costume is highly detailed with vibrant colors. The image is in 8k resolution, highly detailed, ultra-realistic, with photorealistic quality and cinematic lighting.","A highly realistic baby dressed in a fluffy white tiger-like costume, sitting on the back of a real white tiger. The baby is riding the fluffy real white tiger as they walk together on the...",9:16,720x1280,30.0,5s,"baby, tiger, costume, back, runway, audience, photo, stage"
clips/RUN.mp4,"positioned at a Long Shotcity night lightscandlelightwarm lightneon lightmysterious,the camera follows the subject moving","positioned at a Long Shotcity night lightscandlelightwarm lightneon lightmysterious,the camera follows the subject moving",9:16,1080x1920,30.0,5s,"long, shotcity, night, lightscandlelightwarm, lightneon, camera, subject"
clips/Alone.mp4,"The red hues of the setting sun fade into the deep blues of the night, casting a mesmerizing gradient over the sky.","The red hues of the setting sun fade into the deep blues of the night, casting a mesmerizing gradient over the sky.",2:3,1152x1728,30.0,10s,"hue, sun, fade, blue, night, gradient, sky"
clips/Bar bar shop.mp4,"A skilled barber leans in, meticulously trimming the fur of a graceful gorilla sitting in an elegant barber's chair, dressed in a stylish black striped robe. Girila, with striking golden eyes, maintained a calm demeanor. The barber, with a trendy hairstyle, deftly moves the scissors, shaping the gorilla's hair into a fashionable look. The bright salon environment enhances the humor and sophistication of this delightful scene.","A skilled barber leans in, meticulously trimming the fur of a graceful gorilla sitting in an elegant barber's chair, dressed in a stylish black striped robe. Girila, with striking golden eyes, maintained a calm demeanor....",22:39,704x1248,30.0,5s,"barber, lean, fur, gorilla, chair, robe, girila, eye"
clips/Two little birds.mp4,"Raindrops hit the flower, bouncing and sliding down as the little birds shiver slightly from the cold. Their feathers tremble with each drop touching their shelter. The soft light creates sparkling reflections on the suspended droplets. Cozy, magica","Raindrops hit the flower, bouncing and sliding down as the little birds shiver slightly from the cold. Their feathers tremble with each drop touching their shelter. The soft light creates sparkling reflections on the suspended...",9:16,1080x1920,30.0,5s,"raindrop, flower, bird, cold, feather, drop, shelter, light"
clips/戲水.mp4,"A young woman in a white shirt, her clothes soaking wet and clinging to her body, is sitting in a stream splashing water","A young woman in a white shirt, her clothes soaking wet and clinging to her body, is sitting in a stream splashing water",25:34,800x1088,30.0,5s,"woman, shirt, clothe, body, stream, splashing, water"
clips/beagle driving.mp4,"A playful and whimsical scene featuring a beagle dog with a coat of brown, white, and black fur, sitting in the driver's seat of a car. The dog confidently holds the steering wheel with its paws, as it carefully drives. The beagle is securely fastened with a seatbelt, ensuring safety while having a blast behind the wheel. The interior of the car is modern, with bright sunlight streaming through the windows, creating a cheerful atmosphere. The beagle’s expression is focused yet playful, giving the impression that it’s ready for an adventure on the road","A playful and whimsical scene featuring a beagle dog with a coat of brown, white, and black fur, sitting in the driver's seat of a car. The dog confidently holds the steering wheel with its...",9:16,720x1280,30.0,5s,"scene, dog, coat, fur, driver, seat, car, steering"
clips/Paris Penthouse.mp4,camera rotates around the terrace apartment while dolly out very fast,camera rotates around the terrace apartment while dolly out very fast,40:49,1280x1568,30.0,10s,"camera, terrace, apartment"
clips/a cute girl.mp4,smiling,smiling,34:59,1088x1888,30.0,5s,
clips/giant bear and a human beneath.mp4,"The giant bear runs towards the camera slowly, his muscles are flexing while moving","The giant bear runs towards the camera slowly, his muscles are flexing while moving",9:16,1080x1920,30.0,5s,"bear, camera, muscle"
clips/STRAWBERRIES AND MILK.mp4,"8K, high resolution , beautiful texture, high resolution of cinematic photographs of, A mesmerizing and dreamlike scene featuring dozens of ripe, vibrant strawberries suspended in mid-air, surrounded by delicate, swirling splashes of milk that appear frozen in time, captured in a high-speed photography style with an extremely shallow depth of field, against a pristine, snow-white background that provides a striking contrast to the warm, pastel hues of the strawberries and milk, with each strawberry showcasing subtle, intricate textures and highlights, and the milk droplets glistening with tiny, scattered highlights that add a sense of dynamism and energy to the composition. Finally, zoom in on a single strawberry and bring it close to the camera, and it should be like a hot shape, so that it breaks into two pieces and scatters, splashes milk everywhere.","8K, high resolution , beautiful texture, high resolution of cinematic photographs of, A mesmerizing and dreamlike scene featuring dozens of ripe, vibrant strawberries suspended in mid-air, surrounded by delicate, swirling splashes of milk that appear...",9:16,720x1280,30.0,5s,"k, resolution, texture, photograph, scene, dozen, strawberry, -"
clips/Chefs Work.mp4,realistic animation,realistic animation,9:16,720x1280,30.0,5s,animation
clips/Blue makes friends with everyone.mp4,"The polar bear stands up and puts his arm around the woman, smiling, camera slowly zooms in","The polar bear stands up and puts his arm around the woman, smiling, camera slowly zooms in",13:17,1248x1632,30.0,5s,"bear, arm, woman, camera, zoom"
clips/Pizza topping.mp4,Chefs place olives on a giant pizza.,Chefs place olives on a giant pizza.,9:16,1080x1920,30.0,5s,"chef, olive, pizza"
clips/Exciting Banana.mp4,"FPV dynamic tracking shot: A group of miniature adventurers embarks on an epic ski race down a snow-covered banana slope during a heavy snowfall. The FPV camera weaves through the racers as they dodge falling powdered sugar avalanches and leap over icy crevasses. The wind howls as snowflakes swirl chaotically, partially obscuring their vision. One daring climber, wearing a walnut-shell helmet, fights against the storm to reach the banana stem first. Slow-motion captures intense moments as they push forward through the blizzard. Soft diffused lighting, dreamy pastel tones, whimsical and cinematic.",FPV dynamic tracking shot: A group of miniature adventurers embarks on an epic ski race down a snow-covered banana slope during a heavy snowfall. The FPV camera weaves through the racers as they dodge falling...,13:17,1248x1632,30.0,5s,"fpv, tracking, shot, group, adventurer, embark, ski, race"
clips/A peacock turned into a woman.mp4,"""Hyper Detailed cinematic photography, this enchanting image showcases the peacock majestically, spreading its full plumage in a circle and dancing. Amidst a mystical forest, surrounded by silver trees, glowing flowers, and iridescent light, Suddenly, the peacock changed into a stunning young female humanist peacock reincarnation of a peacock dancing beautifully. This scene should be taken as a beautiful clear 32K UHD cinematography. The camera Zooms into the forest from the distance of the peacock, drone view, and the camera rotates around the subject"".","""Hyper Detailed cinematic photography, this enchanting image showcases the peacock majestically, spreading its full plumage in a circle and dancing. Amidst a mystical forest, surrounded by silver trees, glowing flowers, and iridescent light, Suddenly, the...",9:16,1080x1920,30.0,5s,"hyper, detailed, photography, image, peacock, plumage, circle, dancing"
"clips/""When lightning meets liberty, t.mp4","""The Statue of Liberty begins to move, its massive stone form coming to life. With each step, the ground trembles as it runs forward, descending from its pedestal. The torch in its hand glows intensely, crackling with lightning. The wind rushes through the scene, making its robe flow dynamically. The camera pans horizontally at a slow and cinematic pace, capturing the dramatic movement in a surreal and futuristic style. Dust and debris scatter with each step, enhancing the sense of scale and motion. The city skyline in the background shimmers under the stormy sky, adding depth and realism to the scene.""","""The Statue of Liberty begins to move, its massive stone form coming to life. With each step, the ground trembles as it runs forward, descending from its pedestal. The torch in its hand glows intensely,...",22:39,704x1248,30.0,10s,"statue, liberty, stone, form, life, step, ground, tremble"
clips/Cybercity Techwave Club.mp4,"the lady dj dances while playing her set, camera zoom out showing a lot of people dancing to a 120bpm music, red strobbing lights fills the environment, low light","the lady dj dances while playing her set, camera zoom out showing a lot of people dancing to a 120bpm music, red strobbing lights fills the environment, low light",9:16,1080x1920,30.0,10s,"lady, dj, dance, set, camera, zoom, lot, people"
clips/The Ultimate Burger Tower.mp4,"A team of tiny construction workers is building a towering, perfectly stacked burger with crispy bacon, melted cheddar cheese, fresh lettuce, and a golden sesame seed bun. A large crane is carefully placing the top bun, while workers secure the cheese with tiny tools. Some are spreading sauce with industrial sprayers, while others are grilling bacon with miniature blowtorches. A forklift is delivering fresh lettuce, and a conveyor belt moves ingredients into place. The setting is a cozy, rustic kitchen, with warm lighting and a wooden countertop filled with tools and ingredients. In the background, a miniature photographer is capturing the scene. Static camera, eye-level shot, steady framing, no unnecessary camera movement","A team of tiny construction workers is building a towering, perfectly stacked burger with crispy bacon, melted cheddar cheese, fresh lettuce, and a golden sesame seed bun. A large crane is carefully placing the top...",9:16,1080x1920,30.0,5s,"team, construction, worker, burger, crispy, bacon, cheddar, cheese"
clips/Koi pond.mp4,"photo realistic frame depicts a serene pond with clear, turquoise water, surrounded by lush greenery and rocks. Four koi fish are swimming gracefully in the pond, their vibrant colors standing out against the natural backdrop.","photo realistic frame depicts a serene pond with clear, turquoise water, surrounded by lush greenery and rocks. Four koi fish are swimming gracefully in the pond, their vibrant colors standing out against the natural backdrop.",9:16,720x1280,30.0,5s,"photo, frame, pond, turquoise, water, greenery, rock, koi"
clips/A boy rides a rooster.mp4,"A child is riding on the back of a big rooster. The child laughs joyfully, filled with happiness and delight, and gently grabs the cock. The scene is bright and playful, with bright sunlight and flowers in the background embodying the charm and whimsy of the moment.""","A child is riding on the back of a big rooster. The child laughs joyfully, filled with happiness and delight, and gently grabs the cock. The scene is bright and playful, with bright sunlight and...",36:55,1152x1760,30.0,5s,"child, back, rooster, happiness, delight, cock, scene, sunlight"
clips/маленькі манікюрниці.mp4,"A hyper-realistic giant ultra-detailed female finger in the center of the stage, with miniature women dressed in a white shirt and jeans actively decorating the nail. Some women knead paints on a palette on a tiny table, others carefully spread paint on a nail, and some sprinkle golden sparkles on top. The multi-colored diamonds are placed neatly, while one woman climbs a small ladder on her finger to add the last details. The scene is whimsical, surreal and dreamy, with soft cinematic lighting, creating a magical and inviting atmosphere. The texture of the nail and jewelry are very detailed, which makes the scene almost tangible. 8K resolution, fantasy-inspired, narrative composition.","A hyper-realistic giant ultra-detailed female finger in the center of the stage, with miniature women dressed in a white shirt and jeans actively decorating the nail. Some women knead paints on a palette on a...",9:16,720x1280,30.0,5s,"finger, center, stage, woman, shirt, jean, nail, paint"
clips/любовь.mp4,"lifts head up with difficulty. stretches arms. heart glows, spins around and beats strongly","lifts head up with difficulty. stretches arms. heart glows, spins around and beats strongly",9:16,720x1280,30.0,10s,"lift, difficulty, arm, heart, glow, beat"
clips/Creation.mp4,"camera zooms in, focusing on the left eye, revealing the universe inside","camera zooms in, focusing on the left eye, revealing the universe inside",36:55,1152x1760,30.0,5s,"camera, zoom, eye, universe"
clips/Raiponce – Bal Royal sous les Lu.mp4,"Une jeune femme aux longs cheveux dorés et à la robe violette ornée de broderies délicates évolue gracieusement dans un somptueux palais éclairé à la lueur des chandeliers. La caméra la suit alors qu'elle tourne légèrement la tête, un doux sourire sur les lèvres, laissant apparaître des reflets dorés dans sa chevelure. Le décor luxueux du banquet brille derrière elle, avec des bougies scintillantes et des verres en cristal reflétant la lumière. L’ambiance est romantique et féérique, un subtil jeu d'ombres et de lumières donnant une atmosphère magique à la scène. La caméra glisse doucement entre les plans, capturant chaque détail de sa robe fluide et du décor majestueux qui l'entoure",Une jeune femme aux longs cheveux dorés et à la robe violette ornée de broderies délicates évolue gracieusement dans un somptueux palais éclairé à la lueur des chandeliers. La caméra la suit alors qu'elle tourne...,9:16,720x1280,30.0,5s,"une, jeune, femme, aux, long, cheveux, dorés, et"
clips/The car transforms into a white.mp4,The car transforms into a white transformer-robot very cool like in the transformer movies,The car transforms into a white transformer-robot very cool like in the transformer movies,9:16,1080x1920,30.0,5s,"car, transformer, robot, movie"
clips/Mini Sandwich Workshop.mp4,"camera moving to the right keeping the object in the center, mini chef preparing meals","camera moving to the right keeping the object in the center, mini chef preparing meals",9:16,720x1280,30.0,5s,"camera, object, center, mini, chef, meal"
clips/The Sorfing Racoon.mp4,"""A fun-loving raccoon wearing oversized aviator sunglasses and a vibrant Hawaiian shirt, now taking a big, satisfied sip from its tropical coconut drink with a tiny umbrella and straw. As the raccoon sips, its fluffy tail sways slightly for balance, and its ears perk up with delight. The glowing neon ocean waves continue to ripple around, and small bioluminescent fish jump playfully in the background. The sunset sky remains dreamy with rich purples, oranges, and blues. Droplets from the drink sparkle in the light, and a tiny splash of juice dribbles down the raccoon's fur as it enjoys the refreshing sip. The scene is full of energy, motion, and charm, rendered in ultra-detailed cinematic 4K quality, making it perfect for seamless animation.""","""A fun-loving raccoon wearing oversized aviator sunglasses and a vibrant Hawaiian shirt, now taking a big, satisfied sip from its tropical coconut drink with a tiny umbrella and straw. As the raccoon sips, its fluffy...",36:55,1152x1760,30.0,10s,"fun, raccoon, aviator, sunglass, shirt, sip, coconut, drink"
clips/Beaver rides a motorcycle.mp4,"Beaver stuntman rides a motorcycle on the river. the spray is flying in different directions. 3D texture, warm atmosphere, rich scene, best quality, ultra-sharp rendering, Octane rendering.","Beaver stuntman rides a motorcycle on the river. the spray is flying in different directions. 3D texture, warm atmosphere, rich scene, best quality, ultra-sharp rendering, Octane rendering.",9:16,1080x1920,30.0,10s,"beaver, stuntman, motorcycle, river, spray, direction, texture, atmosphere"
clips/Giraffe.mp4,The giraffe yawns and stands on the palm of his hand,The giraffe yawns and stands on the palm of his hand,9:16,1080x1920,30.0,5s,"giraffe, palm, hand"
clips/Hero and Guardian.mp4,"a man in black swat uniform, short hair, walking side by side with a bus size giant humanoid white lion roaring to the camera. The scenery is alive with bright red flower petals lush green foliage. they a look at camera with confident,the camera zooms out","a man in black swat uniform, short hair, walking side by side with a bus size giant humanoid white lion roaring to the camera. The scenery is alive with bright red flower petals lush green...",9:16,1080x1920,30.0,10s,"man, swat, uniform, hair, side, bus, size, giant"
clips/Fire dance.mp4,"Fast movement. Create an animation where a fiery female figure, sculpted entirely of flames, stands gracefully on a plate in a warm, dimly lit setting, she should dance around fast. The flame should dance and flicker, giving the impression of a lively, ethereal performance. Her hair flows like tendrils of fire, moving gently, while her body flickers and pulses with energy, almost as if alive. The camera should remain still to capture the scene steadily, but the flame movements should be dynamic and organic, with occasional sparks and tendrils of flame reaching outwards. The lighting around should enhance the warm glow, casting subtle reflections on the table.","Fast movement. Create an animation where a fiery female figure, sculpted entirely of flames, stands gracefully on a plate in a warm, dimly lit setting, she should dance around fast. The flame should dance and...",9:16,1080x1920,30.0,5s,"movement, animation, figure, flame, plate, setting, impression, performance"
clips/Valentin's day jewel ad.mp4,"A stunning Indian woman in a deep red embroidered sharara set stands gracefully near a grand floral installation of red roses, illuminated by romantic candlelight. She slowly lifts her hand, adjusting her rose gold and ruby necklace, letting the hand harness shimmer in the soft light. As she twirls elegantly, the flowing fabric of her sharara creates a mesmerizing effect. The camera starts with a close-up on her necklace, then smoothly transitions to a mid-shot as she twirls, and finally ends with a soft-focus zoom-out, capturing her poised smile against the luxurious Valentine’s backdrop.","A stunning Indian woman in a deep red embroidered sharara set stands gracefully near a grand floral installation of red roses, illuminated by romantic candlelight. She slowly lifts her hand, adjusting her rose gold and...",26:33,832x1056,30.0,5s,"woman, sharara, set, installation, rose, candlelight, hand, gold"
clips/A highly realistic baby.mp4,"A highly realistic baby dressed in a fluffy white tiger-like costume, sitting on the back of a real white Polar bear. The baby is riding the fluffy real white Polar bear as they walk together on the runway. The audience is smiling and taking photos, illuminated by bright stage lights. The costume is highly detailed with vibrant colors. The image is in 8k resolution, highly detailed, ultra-realistic, with photorealistic quality and cinematic lighting.","A highly realistic baby dressed in a fluffy white tiger-like costume, sitting on the back of a real white Polar bear. The baby is riding the fluffy real white Polar bear as they walk together...",9:16,720x1280,30.0,5s,"baby, tiger, costume, back, polar, bear, runway, audience"
clips/Snail Rider.mp4,"a shrunken man riding on the back of a snail as the snail moves along smoothly, smooth fluid motions, the camera pans right as the snail moves along with its body hugging the contours of the ground","a shrunken man riding on the back of a snail as the snail moves along smoothly, smooth fluid motions, the camera pans right as the snail moves along with its body hugging the contours of...",37:54,1184x1728,30.0,5s,"man, back, snail, move, motion, camera, pan, body"
clips/The Ice Wolf vs. The Thunder Haw.mp4,"The wolf and eagle merge seamlessly, their forms blending in a burst of swirling energy. The transformation begins as the eagle dives toward the wolf, its wings wrapping around the beast in a flurry of feathers and wind. The wolf’s body stretches and shifts, its front paws elongating into talons that grip the rocky terrain. Its back arches as massive wings sprout from its sides, feathers growing rapidly as they extend to their full span. Snow and ice whip around its body, reacting to the energy of the fusion. The creature lets out a powerful roar, its glowing blue eyes pulsing with energy. Lightning flashes across the stormy sky, illuminating its majestic hybrid form. As it steadies itself, the hybrid creature flexes its wings, testing their strength, before powerfully pushing off the ground, sending a shockwave through the snow. It ascends into the storm, its wings beating with immense force, navigating the turbulent winds with precision. Natural and realistic motion.","The wolf and eagle merge seamlessly, their forms blending in a burst of swirling energy. The transformation begins as the eagle dives toward the wolf, its wings wrapping around the beast in a flurry of...",36:55,1152x1760,30.0,10s,"wolf, eagle, form, burst, energy, transformation, wing, beast"
